,answer,token_usage
0,18.0,96
1,14.0,86
2,17.0,105
3,10.0,86
4,18.0,110
5,16.0,71
6,12.0,129
7,15.0,120
8,11.0,224
9,11.0,111
10,13.0,97
11,13.0,148
12,23.0,158
13,16.0,113
14,14.0,114
15,15.0,146
16,19.0,175
17,14.0,139
18,37.0,173
19,13.0,104
20,19.0,170
21,13.0,155
22,14.0,143
23,16.0,97
24,20.0,154
25,16.0,114
26,19.0,260
27,7.0,62
28,7.0,183
29,14.0,199
30,11.0,113
31,12.0,124
32,9.0,78
33,11.0,131
34,10.0,103
35,16.0,135
36,14.0,115
37,16.0,80
38,6.0,129
39,16.0,114
40,15.0,119
41,19.0,158
42,22.0,137
43,20.0,107
44,14.0,107
45,14.0,173
46,8.0,64
47,24.0,198
48,6.0,75
49,10.0,96
50,14.0,186
51,20.0,176
52,8.0,75
53,14.0,110
54,12.0,141
55,8.0,90
56,8.0,143
57,10.0,138
58,14.0,155

