,answer,token_usage
0,365.0,3732
1,365.0,3795
2,365.0,3988
3,419.0,5333
4,17.0,3285
5,17.0,3925
6,467.0,3924
7,365.0,2386
8,419.0,5845
9,325.0,5013
10,365.0,4370
11,17.0,4949
12,457.0,5138
13,365.0,4822
14,365.0,4371
15,487.0,5842
16,17.0,4818
17,130.0,3925
18,41.0,1813
19,365.0,4818
20,341.0,3604
21,365.0,2322
22,419.0,3923
23,381.0,4306
24,365.0,4691
25,419.0,4562
26,369.0,3669
27,151.0,1170
28,361.0,3283
29,375.0,4691
30,13.0,3026
31,419.0,4178
32,365.0,5526
33,419.0,3731
34,375.0,4563
35,17.0,3413
36,373.0,3667
37,13.0,2901
38,419.0,2579
39,365.0,3667

