,answer,token_usage
0,285.0,720
1,278.0,701
2,189.0,732
3,248.0,407
4,246.0,457
5,246.0,515
6,190.0,615
7,210.0,448
8,295.0,531
9,244.0,926
10,264.0,610
11,292.0,545
12,234.0,278
13,257.0,818
14,236.0,563
15,432.0,25
16,396.0,568
17,208.0,394
18,252.0,174
19,332.0,127
20,260.0,639
21,289.0,652
22,260.0,497
23,276.0,567
24,446.0,569
25,246.0,595
26,200.0,709
27,276.0,908
28,210.0,55
29,248.0,559
30,283.0,574
31,260.0,489
32,208.0,707
33,212.0,473
34,224.0,537
35,305.0,784
36,218.0,720
37,248.0,650
38,246.0,704
39,302.0,866

