,answer,token_usage
0,213.0,605
1,240.0,821
2,6.0,511
3,260.0,827
4,200.0,748
5,171.0,321
6,154.0,692
7,3.0,757
8,204.0,918
9,156.0,836
10,88.0,762
11,204.0,1163
12,204.0,939
13,204.0,873
14,190.0,771
15,204.0,1175
16,154.0,973
17,190.0,860
18,220.0,1219
19,94.0,728
20,162.0,867
21,240.0,884
22,195.0,504
23,240.0,780
24,126.0,128
25,204.0,1025
26,204.0,883
27,214.0,1036
28,190.0,846
29,144.0,877
30,204.0,936
31,168.0,950
32,178.0,809
33,191.0,223
34,204.0,854
35,214.0,917
36,207.0,514
37,186.0,822
38,216.0,907
39,204.0,883

