,answer,token_usage
0,5700.0,102
1,5700.0,83
2,100.0,109
3,5700.0,96
4,5700.0,105
5,95.0,121
6,5700.0,84
7,95.0,88
8,95.0,96
9,88.0,41
10,5750.0,85
11,120.0,67
12,10200.0,72
13,100.0,52
14,5700.0,88
15,95.0,104
16,110.0,45
17,95.0,133
18,95.0,60
19,95.0,150
20,95.0,154
21,96.0,65
22,111.0,75
23,5700.0,109
24,95.0,121
25,5700.0,61
26,95.0,161
27,95.0,161
28,108.0,75
29,93.0,48
30,95.0,154
31,95.0,146
32,5700.0,93
33,10200.0,67
34,95.0,159
35,575.0,66
36,95.0,147
37,95.0,153
38,95.0,137
39,95.0,107

