,answer,token_usage
0,2590.0,153
1,3430.0,184
2,2590.0,153
3,2590.0,150
4,2590.0,173
5,3430.0,188
6,3430.0,216
7,2590.0,198
8,3430.0,172
9,2170.0,58
10,2590.0,180
11,2590.0,53
12,2590.0,170
13,2590.0,214
14,2590.0,186
15,2590.0,200
16,3430.0,178
17,1150.0,283
18,2590.0,193
19,247.0,55
20,3430.0,194
21,2590.0,189
22,2590.0,182
23,3430.0,147
24,2170.0,56
25,3430.0,200
26,2170.0,63
27,2170.0,64
28,2590.0,179
29,3430.0,164
30,3430.0,157
31,2590.0,58
32,2170.0,80
33,2590.0,175
34,2510.0,58
35,3430.0,178
36,3430.0,153
37,10.0,112
38,2170.0,53
39,2590.0,184

