,answer,token_usage
0,490.0,134
1,490.0,135
2,290.0,54
3,490.0,95
4,290.0,111
5,290.0,80
6,490.0,83
7,290.0,75
8,490.0,94
9,490.0,121
10,290.0,90
11,290.0,112
12,490.0,109
13,490.0,115
14,490.0,94
15,290.0,88
16,490.0,80
17,490.0,105
18,490.0,118
19,290.0,121
20,490.0,126
21,490.0,121
22,290.0,83
23,490.0,122
24,490.0,111
25,490.0,102
26,290.0,74
27,290.0,66
28,490.0,128
29,290.0,91
30,490.0,117
31,360.0,42
32,490.0,89
33,290.0,99
34,490.0,124
35,490.0,86
36,290.0,111
37,290.0,76
38,490.0,95
39,290.0,92

