,answer,token_usage
0,773.0,2389
1,103.0,3605
2,115.0,209
3,50.0,3218
4,78.0,1617
5,673.0,917
6,103.0,1042
7,13.0,2197
8,401.0,1813
9,59.0,1937
10,59.0,1813
11,4051.0,3092
12,2.0,4306
13,103.0,341
14,65.0,1429
15,115.0,1109
16,65.0,1685
17,2025.0,3160
18,59.0,2193
19,22.0,1811
20,2929.0,5908
21,115.0,1365
22,2929.0,2132
23,65.0,1429
24,103.0,466
25,59.0,1365
26,2025.0,1235
27,2025.0,1495
28,2025.0,855
29,103.0,1365
30,17.0,2005
31,2025.0,3031
32,2025.0,1043
33,59.0,725
34,2025.0,855
35,115.0,1494
36,59.0,1745
37,3465.0,1816
38,396.0,1429
39,35182.0,2327
40,63.0,1685
41,103.0,2197
42,59.0,1937
43,401.0,1493
44,389.0,1810
45,2025.0,2455
46,1001.0,403
47,2023.0,2003
48,59.0,1301
49,103.0,918
50,103.0,1045
51,197.0,2322
52,3909.0,5782
53,2025.0,1559
54,1302.0,2515
55,2024.0,2899
56,396.0,1941
57,115.0,1301
58,259.0,2257
59,4246.0,3031
60,59.0,1809
61,2027.0,1171
62,79.0,1425
63,2026.0,1619
64,103.0,2833
65,81.0,2322
66,397.0,1234
67,59.0,4241
68,89.0,4177
69,105.0,2261
70,673.0,1237
71,8603.0,1939
72,65.0,1745
73,115.0,917
74,2026.0,1620
75,59.0,721
76,105.0,853
77,105.0,1109
78,115.0,1749
79,129.0,2581
80,2025.0,2392
81,22859.0,3861
82,103.0,2325
83,2025.0,2392
84,259.0,1237
85,115.0,1173
86,259.0,1301
87,86.0,1233
88,1447.0,3096
89,2025.0,2388
90,103.0,1238
91,259.0,981
92,2025.0,3223
93,86.0,1041
94,1027.0,1043
95,2025.0,1880

