,answer,token_usage
0,211.0,19160
1,211.0,15957
2,211.0,18133
3,211.0,7832
4,211.0,14293
5,211.0,16466
6,211.0,15958
7,211.0,12440
8,211.0,25624
9,211.0,17624
10,211.0,12504
11,211.0,4312
12,211.0,18075
13,211.0,15833
14,211.0,16217
15,211.0,19993
16,211.0,22484
17,211.0,15193
18,211.0,14420
19,211.0,12501
20,211.0,13336
21,211.0,17939
22,211.0,21337
23,211.0,10712
24,211.0,15449
25,211.0,15635
26,211.0,15898
27,211.0,16025
28,211.0,17430
29,211.0,16277
30,211.0,7314
31,211.0,4697
32,211.0,18775
33,211.0,13139
34,211.0,27989
35,211.0,11859
36,211.0,21014
37,211.0,11668
38,211.0,22362
39,211.0,14483

