,answer,token_usage
0,39.0,267
1,59.0,247
2,45.0,56
3,39.0,296
4,59.0,228
5,39.0,240
6,59.0,225
7,39.0,258
8,59.0,251
9,59.0,270
10,39.0,243
11,39.0,207
12,55.0,105
13,39.0,269
14,59.0,269
15,39.0,230
16,59.0,253
17,59.0,240
18,45.0,92
19,59.0,238
20,39.0,218
21,59.0,246
22,55.0,126
23,39.0,233
24,39.0,261
25,59.0,193
26,59.0,262
27,39.0,253
28,39.0,243
29,39.0,236
30,59.0,317
31,45.0,115
32,59.0,227
33,59.0,269
34,39.0,240
35,39.0,227
36,59.0,258
37,60.0,100
38,59.0,213
39,39.0,239
40,39.0,296
41,39.0,240
42,59.0,266
43,39.0,224
44,59.0,256
45,59.0,216
46,59.0,257
47,39.0,232
48,59.0,247
49,59.0,218
50,39.0,254
51,55.0,100
52,59.0,247
53,55.0,58
54,59.0,227

