,answer,token_usage
0,-25.0,297
1,-50.0,188
2,215.0,204
3,95.0,229
4,25.0,58
5,25.0,286
6,38.0,192
7,-25.0,360
8,-25.0,326
9,-25.0,363
10,215.0,227
11,215.0,224
12,25.0,341
13,-25.0,321
14,55.0,278
15,-25.0,242
16,49.0,68
17,215.0,249
18,25.0,297
19,175.0,207
20,45.0,86
21,-25.0,224
22,85.0,257
23,-25.0,317
24,-25.0,265
25,20.0,92
26,22.0,234
27,-25.0,300
28,215.0,283
29,27.0,133
30,55.0,202
31,215.0,218
32,215.0,300
33,50.0,242
34,32.0,161
35,25.0,379
36,215.0,280
37,25.0,195
38,-25.0,92
39,25.0,68

