,answer,token_usage
0,40.0,130
1,50.0,268
2,50.0,290
3,50.0,262
4,40.0,407
5,50.0,241
6,40.0,250
7,40.0,265
8,40.0,348
9,60.0,212
10,50.0,248
11,50.0,215
12,50.0,276
13,50.0,304
14,40.0,216
15,50.0,406
16,50.0,330
17,63.333333333333336,320
18,40.0,124
19,50.0,228
20,50.0,284
21,53.33,169
22,50.0,221
23,50.0,277
24,90.0,245
25,40.0,277
26,40.0,92
27,50.0,260
28,40.0,109
29,50.0,229
30,40.0,275
31,50.0,251
32,50.0,225
33,50.0,285
34,40.0,275
35,50.0,247
36,45.0,252
37,40.0,279
38,50.0,278
39,40.0,241

