,answer,token_usage
0,45.0,117
1,75.0,198
2,30.0,123
3,75.0,159
4,30.0,125
5,30.0,133
6,45.0,141
7,105.0,114
8,15.0,149
9,15.0,137
10,75.0,101
11,75.0,126
12,75.0,208
13,60.0,200
14,105.0,134
15,15.0,150
16,30.0,111
17,30.0,167
18,45.0,128
19,105.0,126
20,75.0,156
21,75.0,172
22,15.0,111
23,90.0,144
24,90.0,139
25,15.0,150
26,45.0,98
27,15.0,137
28,15.0,123
29,30.0,178
30,15.0,176
31,75.0,215
32,30.0,109
33,15.0,169
34,75.0,174
35,90.0,137
36,45.0,131
37,90.0,147
38,75.0,176
39,15.0,173
40,15.0,154
41,15.0,270
42,15.0,158

