,answer,token_usage
0,9.0,162
1,14.0,164
2,14.0,155
3,14.0,193
4,4.0,201
5,2.0,226
6,1.0,212
7,10.0,165
8,5.0,67
9,10.0,84
10,14.0,242
11,6.0,138
12,10.0,173
13,9.0,152
14,14.0,146
15,2.0,199
16,10.0,255
17,0.0,211
18,0.0,113
19,10.0,335
20,6.0,167
21,6.0,123
22,6.0,168
23,7.0,146
24,10.0,162
25,14.0,215
26,6.0,237
27,2.0,139
28,2.0,241
29,2.0,155
30,14.0,171
31,6.0,145
32,2.0,249
33,0.0,108
34,9.0,117
35,2.0,101
36,10.0,201
37,2.0,227
38,4.0,187
39,14.0,120
40,14.0,155
41,2.0,129
42,6.0,108
43,10.0,161
44,14.0,174
45,10.0,165
46,1.0,171
47,2.0,197
48,0.0,201
49,10.0,150
50,2.0,126
51,2.0,231
52,6.0,159
53,10.0,95
54,3.0,81
55,10.0,134
56,6.0,97
57,10.0,194
58,2.0,192
59,1.0,209
60,2.0,156
61,6.0,213
62,2.0,167
63,2.0,197

