,answer,token_usage
0,365.0,3988
1,41.0,2258
2,41.0,3544
3,365.0,3861
4,417.0,3922
5,365.0,5010
6,419.0,4050
7,503.0,3474
8,457.0,5074
9,365.0,5143
10,17.0,2453
11,17.0,5650
12,419.0,4115
13,337.0,4370
14,17.0,2900
15,381.0,5330
16,17.0,2708
17,365.0,4754
18,365.0,5332
19,130.0,2389
20,130.0,1813
21,411.0,3218
22,495.0,5076
23,365.0,3603
24,475.0,4437
25,365.0,4627
26,17.0,2453
27,365.0,4307
28,345.0,4501
29,17.0,2963
30,365.0,5652
31,17.0,4759
32,233.0,5911
33,17.0,3348
34,371.0,3218
35,373.0,4498
36,17.0,3541
37,365.0,2898
38,365.0,4883
39,17.0,4178

