,answer,token_usage
0,19.0,1622
1,31.0,1493
2,31.0,3541
3,19.0,2197
4,7.0,3346
5,127.0,3155
6,17.0,1173
7,155.0,3410
8,127.0,3538
9,17.0,2133
10,31.0,853
11,127.0,1938
12,23.0,1362
13,19.0,1365
14,17.0,789
15,127.0,1682
16,7.0,3218
17,13.0,597
18,127.0,2451
19,7.0,1618
20,19.0,1618
21,31.0,3026
22,15.0,1299
23,7.0,465
24,127.0,3090
25,127.0,5074
26,61.0,786
27,31.0,2965
28,31.0,1237
29,127.0,2834
30,43.0,597
31,7.0,4054
32,17.0,597
33,127.0,2386
34,19.0,2325
35,127.0,2578
36,20.0,1877
37,55.0,2452
38,49.0,1746
39,19.0,2581

