,answer,token_usage
0,321.0,786
1,321.0,1042
2,321.0,1298
3,321.0,850
4,321.0,786
5,321.0,1043
6,321.0,594
7,321.0,1426
8,321.0,722
9,321.0,786
10,321.0,1106
11,321.0,724
12,321.0,722
13,321.0,914
14,321.0,979
15,321.0,786
16,321.0,850
17,321.0,786
18,321.0,722
19,321.0,1170
20,321.0,530
21,321.0,658
22,321.0,658
23,321.0,850
24,321.0,786
25,321.0,914
26,321.0,658
27,321.0,658
28,321.0,722
29,321.0,1042
30,321.0,1234
31,321.0,594
32,321.0,722
33,321.0,978
34,321.0,850
35,321.0,1106
36,321.0,850
37,321.0,913
38,321.0,1426
39,321.0,914

