,answer,token_usage
0,520.0,2835
1,520.0,3410
2,520.0,1681
3,468.0,3217
4,338.0,3224
5,6760.0,1886
6,2197.0,1300
7,78.0,2782
8,156.0,2001
9,78.0,3041
10,520.0,2007
11,1014.0,2145
12,520.0,1810
13,156.0,3921
14,16.9,4056
15,468.0,1682
16,520.0,1233
17,1488.0,3731
18,936.0,1879
19,231.11111111111111,2983
20,52.0,6049
21,238.8,3621
22,936.0,2002
23,276.0,2257
24,676.0,2899
25,350.0,2711
26,520.0,3093
27,520.0,2642
28,350.0,2771
29,520.0,3029
30,222.85714285714286,1767
31,364.0,2898
32,78.0,3100
33,156.0,1991
34,203.4,2503
35,468.0,1746
36,249.6,2080
37,676.0,3154
38,157.0,1554
39,520.0,2770

