,answer,token_usage
0,241.0,561
1,8295.0,598
2,1109.0,288
3,351.0,450
4,144.0,540
5,1012.0,694
6,281.0,467
7,69.0,541
8,1026.0,168
9,121.0,656
10,2047.0,212
11,35.0,643
12,49.0,674
13,299.0,662
14,136.0,287
15,57.0,608
16,69.0,280
17,144.0,558
18,35.0,535
19,305.0,603
20,264.0,446
21,2392.0,443
22,154.0,362
23,33.0,583
24,1013.0,573
25,2078.0,298
26,109.0,647
27,211.0,755
28,38.0,777
29,69.0,443
30,85.0,575
31,116.0,577
32,105.0,120
33,58.0,587
34,137.0,559
35,8233.0,569
36,117.0,338
37,59.0,620
38,287.0,499
39,623.0,588

