,answer,token_usage
0,6.0,2003
1,15.0,466
2,11.0,2066
3,6.0,1234
4,32.0,3219
5,30.0,1110
6,24.0,2900
7,6.0,2066
8,104.0,1810
9,14.0,1429
10,104.0,4242
11,54.0,2456
12,3583.0,1882
13,6.0,722
14,68.0,1683
15,21.0,1106
16,415.0,3154
17,11.0,1682
18,6.0,2322
19,15.0,981
20,6.0,2322
21,6.0,1810
22,26.0,2450
23,11.0,3027
24,104.0,2834
25,905.0,2322
26,85.0,2450
27,14.0,469
28,104.0,1298
29,6.0,978
30,15.0,914
31,14.0,1683
32,6.0,1938
33,6.0,2515
34,14.0,1300
35,1040.0,915
36,15.0,273
37,104.0,2770
38,11.0,2130
39,718.0,3347

