,answer,token_usage
0,17.0,4630
1,369.0,5077
2,503.0,7444
3,403.0,4498
4,375.0,5075
5,419.0,3345
6,341.0,4306
7,17.0,2645
8,365.0,3666
9,503.0,3858
10,365.0,6871
11,511.0,3475
12,369.0,3157
13,365.0,3795
14,130.0,3157
15,17.0,3221
16,459.0,2963
17,419.0,2770
18,373.0,3922
19,503.0,4434
20,419.0,3410
21,21.0,5202
22,419.0,4180
23,365.0,4114
24,419.0,3730
25,511.0,2834
26,389.0,6546
27,365.0,3218
28,141.0,4117
29,365.0,4945
30,351.0,3411
31,130.0,2005
32,475.0,4178
33,365.0,4691
34,365.0,3666
35,475.0,4817
36,17.0,4503
37,367.0,5589
38,130.0,2966
39,365.0,3986

