,answer,token_usage
0,2028.0,3156
1,312.0,3396
2,676.0,1300
3,624.0,2450
4,520.0,1426
5,312.0,3473
6,312.0,3541
7,39.0,3487
8,24.0,4127
9,676.0,2196
10,364.0,3411
11,468.0,1682
12,468.0,2322
13,2028.0,2135
14,130.0,2194
15,78.0,2691
16,432.0,3282
17,520.0,2009
18,520.0,2961
19,468.0,1810
20,312.0,1554
21,676.0,1490
22,468.0,2193
23,676.0,3027
24,202.8,2208
25,520.0,2577
26,1300.0,2324
27,78.0,3514
28,468.0,1554
29,2016.0,4119
30,52.0,1948
31,78.0,2077
32,520.0,2513
33,468.0,3477
34,80.0,2460
35,20280.0,3223
36,468.0,3601
37,520.0,2706
38,12.0,3341
39,360.0,2514

