,answer,token_usage
0,324.0,300
1,189.0,97
2,324.0,176
3,324.0,276
4,324.0,278
5,324.0,229
6,324.0,231
7,324.0,242
8,324.0,210
9,324.0,217
10,324.0,208
11,324.0,250
12,324.0,268
13,279.0,202
14,324.0,239
15,279.0,150
16,324.0,219
17,309.0,222
18,324.0,222
19,324.0,251
20,324.0,205
21,324.0,250
22,174.0,197
23,189.0,115
24,249.0,114
25,324.0,191
26,324.0,212
27,324.0,243
28,249.0,160
29,209.0,122
30,189.0,108
31,234.0,130
32,189.0,148
33,324.0,210
34,324.0,249
35,219.0,119
36,324.0,194
37,324.0,224
38,324.0,216
39,324.0,210

