,answer,token_usage
0,30.0,193
1,30.0,243
2,30.0,292
3,29.0,281
4,30.0,274
5,20.0,304
6,30.0,287
7,30.0,296
8,30.0,256
9,30.0,301
10,30.0,237
11,30.0,268
12,15.0,204
13,30.0,211
14,45.0,237
15,30.0,266
16,30.0,197
17,30.0,272
18,30.0,289
19,30.0,219
20,30.0,245
21,30.0,300
22,30.0,234
23,45.0,181
24,30.0,237
25,30.0,263
26,30.0,293
27,30.0,292
28,30.0,256
29,0.1800000000000001,165
30,30.0,241
31,2.0,144
32,30.0,281
33,15.0,173
34,30.0,262
35,30.0,260
36,30.0,209
37,10.0,143
38,30.0,280
39,30.0,258

