,answer,token_usage
0,2180.0,127
1,2180.0,102
2,2180.0,89
3,2180.0,98
4,2180.0,87
5,2180.0,93
6,2180.0,105
7,2180.0,97
8,2180.0,157
9,2180.0,114
10,2180.0,86
11,2180.0,118
12,2180.0,125
13,2180.0,100
14,2180.0,94
15,2180.0,95
16,2180.0,67
17,2180.0,96
18,2180.0,92
19,2180.0,96
20,2180.0,114
21,2180.0,122
22,2180.0,73
23,2180.0,86
24,2180.0,101
25,2180.0,79
26,2880.0,129
27,2180.0,84
28,2180.0,100
29,2180.0,101
30,2180.0,87
31,2180.0,104
32,2180.0,94
33,2180.0,128
34,2180.0,79
35,2180.0,116
36,2180.0,78
37,2180.0,158
38,2180.0,94
39,2180.0,105

