,answer,token_usage
0,338.0,2968
1,514.8,3491
2,676.0,3154
3,350.0,3730
4,261.0,4937
5,38.66722222222222,2570
6,676.0,2770
7,312.0,3090
8,520.0,4882
9,2028.0,1684
10,520.0,3927
11,312.0,3425
12,249.6,1373
13,208.0,4950
14,5076.0,3926
15,468.0,2769
16,195.0,2007
17,364.0,3090
18,468.0,3155
19,468.0,3027
20,468.0,2322
21,780.0,2387
22,520.0,3090
23,1300.0,1815
24,195.6,2499
25,312.0,3026
26,52.0,3230
27,169.0,1751
28,676.0,3794
29,1096.0,1811
30,468.0,3794
31,744.0,3349
32,492.0,2850
33,312.0,3987
34,273.0,2515
35,468.0,2257
36,52.0,2844
37,445.7142857142857,1892
38,520.0,2194
39,28392.0,2580
40,520.0,4562
41,676.0,1810
42,468.0,3219
43,364.0,2961
44,676.0,2578
45,34645.0,3604
46,468.0,2514
47,156.0,3154
48,468.0,3474

