,answer,token_usage
0,104.0,5778
1,104.0,5523
2,104.0,7572
3,104.0,6546
4,104.0,9298
5,6.0,3987
6,11.0,5588
7,11.0,1874
8,104.0,7387
9,11.0,10002
10,6.0,4049
11,11.0,4696
12,104.0,15442
13,104.0,7383
14,6.0,3923
15,6.0,6036
16,6.0,3155
17,6.0,6485
18,104.0,7509
19,104.0,7890
20,104.0,4498
21,104.0,4946
22,104.0,8920
23,11.0,8721
24,104.0,10259
25,6.0,12754
26,6.0,10897
27,104.0,15959
28,104.0,7957
29,104.0,19669
30,11.0,9171
31,104.0,5972
32,104.0,7506
33,104.0,5592
34,104.0,15762
35,104.0,4628
36,11.0,7892
37,104.0,7956
38,6.0,12372
39,104.0,8150

