,answer,token_usage
0,315.0,30166
1,162.0,27157
2,315.0,41687
3,315.0,29077
4,45.0,28306
5,315.0,27223
6,245.0,25752
7,498.0,41879
8,54.0,35091
9,315.0,41751
10,315.0,26065
11,975.0,29400
12,975.0,35737
13,30.0,23059
14,975.0,18971
15,435.0,38166
16,54.0,34646
17,30.0,30737
18,306.0,24853
19,30.0,31444
20,66.0,31828
21,54.0,42068
22,315.0,32979
23,975.0,34387
24,42.0,48342
25,195.0,40406
26,123.0,30612
27,51.0,32853
28,15.0,46868
29,30.0,42007
30,315.0,44694
31,30.0,28818
32,288.0,34075
33,45.0,25106
34,315.0,38549
35,315.0,34072
36,327.0,47317
37,204.0,45459
38,378.0,42393
39,207.0,44832

